Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
7,Vyacheslav,Sarayev,1312,898,D,CKV,77,100000,1,Yes,17.03.2000,"",Russia,Russia,0,0,2986,0,0,Pale,Not Tucked In,No,Yes,Nike,Easton Synergy,Bauer 8090
8,Jeremy,Roy,6163,5500,D,CKV,79,0,0,No,14.05.1997,"",Quebec,Canada,2015,31,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
9,Pavel,Vorobei,5034,712,D,CKV*,0,200000,0,Yes,10.09.1997,?????,Belarus,Belarus,0,0,11665,0,0,White,Not Tucked In,No,Yes,Nike,TPS (Louisville) Red-lite,CCM
10,Evgeny,Katichev,4496,4383,D,CKV*,0,300000,0,No,03.09.1986,?????????,Russia,Russia,0,0,14099,14099,14099,White,Not Tucked In,No,Yes,Bauer,Sher-Wood Solid Gold,Bauer Vapor XXX
11,Nikita,Lisov,4902,3180,D,CKV*,12,100000,0,Yes,23.05.1994,?????????,Ukraine,Russia,0,0,14735,0,0,White,Not Tucked In,No,Yes,Nike,Easton Synergy,Graf
12,Valtteri,Kemilainen,3116,5016,D,CKV*,13,300000,0,Yes,16.12.1991,Jyvaskyla,Finland,Finland,0,0,15162,0,0,White,Not Tucked In,No,Yes,CCM,Bauer Vapor XX,Mission
13,Kirill,Lyamin,4790,5008,D,CKV*,31,600000,1,No,13.01.1986,??????,Russia,Russia,2004,58,15753,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
14,Roman,Kudinov,1684,3914,D,CKV*,44,100000,2,No,23.06.1992,??????,Russia,Russia,0,0,14694,0,0,White,Not Tucked In,No,Yes,Nike,Easton Classic X,Mission
15,Ville,Lajunen,4168,1704,D,CKV*,47,600000,0,No,08.03.1988,?????????,Finland,Finland,0,0,6861,10738,10738,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
16,Anatoly,Yelizarov,2203,4448,D,CKV*,58,100000,0,Yes,14.06.1998,?????????,Kazakstan,Russia,0,0,11087,0,0,Pale,Not Tucked In,No,Yes,Nike,Easton Classic X,Bauer Vapor XXX
17,Stanislav,Romanov,4332,2853,D,CKV*,64,300000,1,No,14.05.1987,???????,Russia,Russia,0,0,13386,11394,11394,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
18,Anton,Bukhanko,2606,962,D,CKV*,70,200000,0,No,01.07.1986,????-???????????,Kazakstan,Russia,0,0,14284,14284,14284,White,Not Tucked In,No,Yes,Nike,Easton Synergy,Bauer 8090
19,Maxim,Kudryashov,4643,1002,D,CKV*,71,100000,0,No,06.01.1992,?????,Russia,Russia,0,0,16146,0,0,White,Not Tucked In,No,Yes,Jofa,Bauer Vapor XX,Bauer Vapor XXX
20,Pavel,Lukin,1534,3290,D,CKV*,76,200000,0,No,10.04.1990,?????????,Russia,Russia,0,0,14580,0,0,Pale,Not Tucked In,No,Yes,Nike,TPS (Louisville) Red-lite,CCM
21,Georgy,Dedov,1840,4580,D,CKV*,78,100000,0,Yes,01.10.1999,"",Russia,Russia,0,0,11762,0,0,White,Right Side,No,Yes,Bauer,Easton Classic X,Bauer Vapor XXX
22,Stanislav,Kandzyuba,4299,3930,D,CKV*,82,100000,0,Yes,29.04.1988,??????,Russia,Russia,0,0,10621,0,0,White,Not Tucked In,No,Yes,Bauer,Sher-Wood Solid Gold,Bauer Vapor XXX
23,Dmitry Yu.,Zaitsev,2308,4495,D,CKV*,85,100000,1,Yes,18.01.1998,????????,Russia,Russia,2016,207,7060,0,0,White,Not Tucked In,No,Yes,CCM,Bauer Vapor XX,Nike
